 format: day,hour,forecast,value  location:60_127 Start : 20250701 
 2,1400,+31,24.000000 
 2,1400,+32,24.000000 
 2,1400,+33,25.000000 
 2,1400,+34,25.000000 
 2,1400,+35,26.000000 
 2,1400,+36,27.000000 
 2,1400,+37,28.000000 
 2,1400,+38,28.000000 
 2,1400,+39,29.000000 
 2,1400,+40,28.000000 
 2,1400,+41,28.000000 
 2,1400,+42,28.000000 
 2,1400,+43,28.000000 
 2,1400,+44,27.000000 
 2,1400,+45,27.000000 
 2,1400,+46,26.000000 
 2,1400,+47,25.000000 
 2,1400,+48,25.000000 
 2,1400,+49,25.000000 
 2,1400,+50,25.000000 
 2,1400,+51,24.000000 
 2,1400,+52,24.000000 
 2,1400,+53,24.000000 
 2,1400,+54,24.000000 
 2,1400,+55,24.000000 
 2,1400,+56,24.000000 
 2,1400,+57,25.000000 
 2,1400,+58,25.000000 
 2,1400,+59,26.000000 
 2,1400,+60,28.000000 
 2,1400,+61,28.000000 
 2,1400,+62,29.000000 
 2,1400,+63,29.000000 
 2,1400,+64,28.000000 
 2,1400,+65,28.000000 
 2,1400,+66,28.000000 
 2,1400,+67,27.000000 
 2,1400,+68,26.000000 
 2,1400,+69,25.000000 
